Stimuli_ID	Vocalist_ID	Technique	Artist	Song	Lyrics	Duration	Rhythm	Melody	Tempo	Time_signature	Original_Corresponding_Excerpt	WAV_Path	Credits	Session_date_YMD	logMel_Path	Spectral_Centroid	annotations	Age_at_recording	band_spotify_url
STIM-217	C	Clean	Metallica	Chasing Light	"""turn so you won't see"""				90	4/4	EXCE-125	audio/STIM-216.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-218	C	Clean_FLAT	Metallica	Chasing Light	"""turn so you won't see"""				90	4/4	EXCE-125	audio/STIM-217.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-219	C	Clean	Protest the Hero	Rivet	"""Land of common sense"""				100	4/4	EXCE-133	audio/STIM-218.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-220	C	Clean_FLAT	Protest the Hero	Rivet	"""Land of common sense"""				100	4/4	EXCE-133	audio/STIM-219.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-221	C	Clean	Metallica	Murder One	"""Still hear your thunder"""				105	4/4	EXCE-123	audio/STIM-220.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-222	C	Clean_FLAT	Metallica	Murder One	"""Still hear your thunder"""				105	4/4	EXCE-123	audio/STIM-221.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-223	C	Screaming_NV	Cradle of Filth	Of Mist And Midnight Skies	"""We will ride again"""				135	4/4	EXCE-077	audio/STIM-222.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-224	C	Screaming_V	Cradle of Filth	Of Mist And Midnight Skies	"""We will ride again"""				135	4/4	EXCE-077	audio/STIM-223.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-225	C	Screaming_NV	Chelsea Grin	Cursed	"""May the fallen rise"""				120	4/4	EXCE-086	audio/STIM-224.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-226	C	Screaming_V	Chelsea Grin	Cursed	"""May the fallen rise"""				120	4/4	EXCE-086	audio/STIM-225.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-227	C	Screaming_NV	Chelsea Grin	Last Breath	"""I have not seen you smile"""				118	4/4	EXCE-085	audio/STIM-226.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-228	C	Screaming_V	Chelsea Grin	Last Breath	"""I have not seen you smile"""				118	4/4	EXCE-085	audio/STIM-227.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-229	C	Screaming_NV	Suicide Silence	Don't Be Careful You Might Hurt Yourself	"""Let time stand still"""				135	4/4	EXCE-046	audio/STIM-228.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-230	C	Screaming_V	Suicide Silence	Don't Be Careful You Might Hurt Yourself	"""Let time stand still"""				135	4/4	EXCE-046	audio/STIM-229.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-231	C	Growling_NV	Incantation	Extirpated Dominus	"""I ascend the throne"""				165	6/8	EXCE-031	audio/STIM-230.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-232	C	Growling_V	Incantation	Extirpated Dominus	"""I ascend the throne"""				165	6/8	EXCE-031	audio/STIM-231.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-233	C	Growling_NV	Carcass	Cadaveric Incubator of Endoparasites	"""Come and take a bite"""				200	4/4	EXCE-017	audio/STIM-232.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-234	C	Growling_V	Carcass	Cadaveric Incubator of Endoparasites	"""Come and take a bite"""				200	4/4	EXCE-017	audio/STIM-233.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-235	C	Growling_NV	Dying Fetus	Absolute Defiance	"""with puppet strings, and faking lies"""				200	4/4	EXCE-020	audio/STIM-234.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-236	C	Growling_V	Dying Fetus	Absolute Defiance	"""with puppet strings, and faking lies"""				200	4/4	EXCE-020	audio/STIM-235.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-237	C	Growling_NV	Cannibal Corpse	Sanded Faceless	"""Tedious rasping, Painstakingly grate the skin"""				180	6/8	EXCE-001	audio/STIM-236.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-238	C	Growling_V	Cannibal Corpse	Sanded Faceless	"""Tedious rasping, Painstakingly grate the skin"""				180	6/8	EXCE-001	audio/STIM-237.wav	Nathan Bagwell Jr.	20250507					https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q
STIM-239	D	Clean	Northlane	Solitude	"""Where the silence comforts"""				140	4/4	EXCE-178	audio/STIM-238.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-240	D	Clean_FLAT	Northlane	Solitude	"""Where the silence comforts"""				140	4/4	EXCE-178	audio/STIM-239.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-241	D	Clean	Northlane	Render	"""they're lacking meaning"""				130	3/4	EXCE-173	audio/STIM-240.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-242	D	Clean_FLAT	Northlane	Render	"""they're lacking meaning"""				130	3/4	EXCE-173	audio/STIM-241.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-243	D	Clean	Northlane	Zero-One	"""Drifting away to a place"""				150	4/4	EXCE-174	audio/STIM-242.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-244	D	Clean_FLAT	Northlane	Zero-One	"""Drifting away to a place"""				150	4/4	EXCE-174	audio/STIM-243.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-245	D	Clean	Asking Alexandria	The Grey	"""my vision is blurred"""				140	4/4	EXCE-113	audio/STIM-244.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-246	D	Clean_FLAT	Asking Alexandria	The Grey	"""my vision is blurred"""				140	4/4	EXCE-113	audio/STIM-245.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-247	D	Screaming_NV	August Burns Red	Broken Promises	"""As my trust in you is breaking"""				140	4/4	EXCE-162	audio/STIM-246.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-248	D	Screaming_V	August Burns Red	Broken Promises	"""As my trust in you is breaking"""				140	4/4	EXCE-162	audio/STIM-247.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-249	D	Screaming_NV	August Burns Red	Sincerity	"""stop my life to thank you"""				170	4/4	EXCE-157	audio/STIM-248.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-250	D	Screaming_V	August Burns Red	Sincerity	"""stop my life to thank you"""				170	4/4	EXCE-157	audio/STIM-249.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-251	D	Screaming_NV	Architects	Low	"""But you're so far away now"""				170	7/8	EXCE-069	audio/STIM-250.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-252	D	Screaming_V	Architects	Low	"""But you're so far away now"""				170	7/8	EXCE-069	audio/STIM-251.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-253	D	Screaming_NV	Carcass	Edge of Darkness - Radio 1 Rock Show Session	"""Decline, decension to a new dark age """				140	4/4	EXCE-012	audio/STIM-252.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-254	D	Screaming_V	Carcass	Edge of Darkness - Radio 1 Rock Show Session	"""Decline, decension to a new dark age """				140	4/4	EXCE-012	audio/STIM-253.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-255	D	Growling_NV	Job for a Cowboy	Strings Of Hypocrisy	"""amongst this crumbling nation"""				230	3/4	EXCE-149	audio/STIM-254.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-256	D	Growling_V	Job for a Cowboy	Strings Of Hypocrisy	"""amongst this crumbling nation"""				230	3/4	EXCE-149	audio/STIM-255.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-257	D	Growling_NV	Whitechapel	A Future Corrupt	"""the future of your dying earth"""				110	6/8	EXCE-136	audio/STIM-256.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-258	D	Growling_V	Whitechapel	A Future Corrupt	"""the future of your dying earth"""				110	6/8	EXCE-136	audio/STIM-257.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-259	D	Growling_NV	Job for a Cowboy	Encircled by Mirrors	"""It's opening the gates"""				140	4/4	EXCE-152	audio/STIM-258.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-260	D	Growling_V	Job for a Cowboy	Encircled by Mirrors	"""It's opening the gates"""				140	4/4	EXCE-152	audio/STIM-259.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-261	D	Growling_NV	Cannibal Corpse	Bloodstained Cement	"""No weakness to exploit, His ambush failed"""				107	4/4	EXCE-007	audio/STIM-260.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-262	D	Growling_V	Cannibal Corpse	Bloodstained Cement	"""No weakness to exploit, His ambush failed"""				107	4/4	EXCE-007	audio/STIM-261.wav	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-263	E	Clean	Trivium	The Calamity	"""The calamity makes its way to the inside"""				130	4/4	EXCE-098	audio/STIM-262.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-264	E	Clean_FLAT	Trivium	The Calamity	"""The calamity makes its way to the inside"""				130	4/4	EXCE-098	audio/STIM-263.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-265	E	Clean	Avenged Sevenfold	(D)eath	"""And leave it on the fireplace"""				133	4/4	EXCE-063	audio/STIM-264.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-266	E	Clean_FLAT	Avenged Sevenfold	(D)eath	"""And leave it on the fireplace"""				133	4/4	EXCE-063	audio/STIM-265.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-267	E	Clean	Avenged Sevenfold	Simulation	"""I've questioned all the voices in my head"""				188	4/4	EXCE-055	audio/STIM-266.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-268	E	Clean_FLAT	Avenged Sevenfold	Simulation	"""I've questioned all the voices in my head"""				188	4/4	EXCE-055	audio/STIM-267.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-269	E	Clean	Metallica	Room of Mirrors	"""That fear of letting go"""				125	4/4	EXCE-126	audio/STIM-268.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-270	E	Clean_FLAT	Metallica	Room of Mirrors	"""That fear of letting go"""				125	4/4	EXCE-126	audio/STIM-269.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-271	E	Screaming_NV	Killswitch Engage	Time Will Not Remain	"""These are the days"""				189	3/4	EXCE-102	audio/STIM-270.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-272	E	Screaming_V	Killswitch Engage	Time Will Not Remain	"""These are the days"""				189	3/4	EXCE-102	audio/STIM-271.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-273	E	Screaming_NV	Avenged Sevenfold	Breaking Their Hold	"""To keep you down behind your back"""				190	4/4	EXCE-058	audio/STIM-272.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-274	E	Screaming_V	Avenged Sevenfold	Breaking Their Hold	"""To keep you down behind your back"""				190	4/4	EXCE-058	audio/STIM-273.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-275	E	Screaming_NV	Architects	The Blues	"""I've had to work for everything"""				120	4/4	EXCE-070	audio/STIM-274.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-276	E	Screaming_V	Architects	The Blues	"""I've had to work for everything"""				120	4/4	EXCE-070	audio/STIM-275.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-277	E	Screaming_NV	Architects	The Darkest Tomb	"""I know you won't miss"""				160	7/4	EXCE-065	audio/STIM-276.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-278	E	Screaming_V	Architects	The Darkest Tomb	"""I know you won't miss"""				160	7/4	EXCE-065	audio/STIM-277.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-279	E	Growling_NV	The Faceless	I am	"""And all the enveloping endless sadness"""				115	5/4	EXCE-026	audio/STIM-278.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-280	E	Growling_V	The Faceless	I am	"""And all the enveloping endless sadness"""				115	5/4	EXCE-026	audio/STIM-279.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-281	E	Growling_NV	Whitechapel	Prayer of Mockery	"""My patience is wearing thin"""				170	4/4	EXCE-138	audio/STIM-280.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-282	E	Growling_V	Whitechapel	Prayer of Mockery	"""My patience is wearing thin"""				170	4/4	EXCE-138	audio/STIM-281.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-283	E	Growling_NV	Incantation	Conquered God	"""Only to arise and prevail"""				142	6/8	EXCE-032	audio/STIM-282.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-284	E	Growling_V	Incantation	Conquered God	"""Only to arise and prevail"""				142	6/8	EXCE-032	audio/STIM-283.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-285	E	Growling_NV	Whitechapel	Articulo Mortis	"""I please myself once more"""				230	4/4	EXCE-143	audio/STIM-284.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-286	E	Growling_V	Whitechapel	Articulo Mortis	"""I please myself once more"""				230	4/4	EXCE-143	audio/STIM-285.wav	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-287	F	Clean	Protest the Hero	Animal Bones	"""Oh, the chemical reaction"""				130	4/4	EXCE-127	audio/STIM-286.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-288	F	Clean_FLAT	Protest the Hero	Animal Bones	"""Oh, the chemical reaction"""				130	4/4	EXCE-127	audio/STIM-287.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-289	F	Clean	Trivium	Of Prometheus and the Crucifix	"""It's the cross I bear"""				180	4/4	EXCE-099	audio/STIM-288.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-290	F	Clean_FLAT	Trivium	Of Prometheus and the Crucifix	"""It's the cross I bear"""				180	4/4	EXCE-099	audio/STIM-289.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-291	F	Clean	Protest the Hero	Gardenias	"""And her short blonde hair"""				130	4/4	EXCE-134	audio/STIM-290.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-292	F	Clean_FLAT	Protest the Hero	Gardenias	"""And her short blonde hair"""				130	4/4	EXCE-134	audio/STIM-291.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-293	F	Clean	Asking Alexandria	Misery Loves Company	"""Hearts don't have to break in our home"""				132	4/4	EXCE-114	audio/STIM-292.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-294	F	Clean_FLAT	Asking Alexandria	Misery Loves Company	"""Hearts don't have to break in our home"""				132	4/4	EXCE-114	audio/STIM-293.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-295	F	Screaming_NV	Suicide Silence	Run	"""Don't fucking run"""				120	4/4	EXCE-047	audio/STIM-294.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-296	F	Screaming_V	Suicide Silence	Run	"""Don't fucking run"""				120	4/4	EXCE-047	audio/STIM-295.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-297	F	Screaming_NV	Chelsea Grin	Life Sentence	"""my body lays dead"""				105	4/4	EXCE-083	audio/STIM-296.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-298	F	Screaming_V	Chelsea Grin	Life Sentence	"""my body lays dead"""				105	4/4	EXCE-083	audio/STIM-297.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-299	F	Screaming_NV	Suicide Silence	Suffer	"""And we'll continue to crush"""				124	4/4	EXCE-051	audio/STIM-298.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-300	F	Screaming_V	Suicide Silence	Suffer	"""And we'll continue to crush"""				124	4/4	EXCE-051	audio/STIM-299.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-301	F	Screaming_NV	Parkway Drive	A Cold Day in Hell	"""will be taken from you"""				180	2/4	EXCE-165	audio/STIM-300.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-302	F	Screaming_V	Parkway Drive	A Cold Day in Hell	"""will be taken from you"""				180	2/4	EXCE-165	audio/STIM-301.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-303	F	Growling_NV	Cannibal Corpse	Hung and Bled	"""Devoured by evil, Slave to this hell"""				83	3/4	EXCE-003	audio/STIM-302.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-304	F	Growling_V	Cannibal Corpse	Hung and Bled	"""Devoured by evil, Slave to this hell"""				83	3/4	EXCE-003	audio/STIM-303.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-305	F	Growling_NV	Morbid Angel	From the Hand of Kings	"""Empires and nations fall"""				210	4/4	EXCE-043	audio/STIM-304.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-306	F	Growling_V	Morbid Angel	From the Hand of Kings	"""Empires and nations fall"""				210	4/4	EXCE-043	audio/STIM-305.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-307	F	Growling_NV	Cannibal Corpse	Asphyxiate to Resuscitate	"""Choking, Starling, Breathless, Asphyxiate"""				200	6/8 - 2/4	EXCE-008	audio/STIM-306.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-308	F	Growling_V	Cannibal Corpse	Asphyxiate to Resuscitate	"""Choking, Starling, Breathless, Asphyxiate"""				200	6/8 - 2/4	EXCE-008	audio/STIM-307.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-309	F	Growling_NV	Incantation	Horns of Eradication	"""Certain it will come"""				110	4/4	EXCE-028	audio/STIM-308.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-310	F	Growling_V	Incantation	Horns of Eradication	"""Certain it will come"""				110	4/4	EXCE-028	audio/STIM-309.wav	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-311	G	Clean	Asking Alexandria	Room 138	"""How did you forgive me?"""				180	4/4	EXCE-111	audio/STIM-310.wav	Rachael Chafin	20250513			Female vocalist		
STIM-312	G	Clean_FLAT	Asking Alexandria	Room 138	"""How did you forgive me?"""				180	4/4	EXCE-111	audio/STIM-311.wav	Rachael Chafin	20250513			Female vocalist		
STIM-313	G	Clean	Killswitch Engage	The Call	"""Leave behind this shell of flesh"""				110	4/4	EXCE-100	audio/STIM-312.wav	Rachael Chafin	20250513			Female vocalist		
